"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"1989-05-26","","","","M000","2.2","MZ","","","",""
"1989-05-27","16.0","12.5","10.4","M000","0.2","MY","","","",""
"1989-05-28","17.0","13.3","10.4","M000","2.0","MZ","","","",""
"1989-05-29","15.9","12.7","10.6","M000","1.4","MZ","","","",""
"1989-05-30","14.1","11.0","9.1","M000","1.0","MZ","","","",""
"1989-05-31","17.0","12.3","9.0","M000","0.4","MZ","","","",""
"1989-06-01","11.5","10.0","9.2","M000","2.0","MZ","","","",""
"1989-06-02","15.6","12.0","8.7","M000","0.0","MZ","","","",""
"1989-06-03","11.5","8.9","5.5","M000","3.2","MZ","","","",""
"1989-06-04","12.5","8.6","4.8","M000","0.0","MZ","","","",""
"1989-06-05","11.9","8.9","5.7","M000","0.0","MZ","","","",""
"1989-06-06","12.8","9.9","6.4","M000","0.0","MZ","","","",""
"1989-06-07","14.7","11.6","8.1","M000","0.0","MZ","","","",""
"1989-06-08","14.6","11.4","8.0","M000","2.0","MZ","","","",""
"1989-06-09","14.2","11.0","7.2","M000","0.0","MZ","","","",""
"1989-06-10","15.7","12.0","10.0","M000","3.6","MZ","","","",""
"1989-06-11","19.9","15.8","11.2","M000","0.0","MZ","","","",""
"1989-06-12","19.0","15.5","12.4","M000","0.4","MZ","","","",""
"1989-06-13","19.8","15.5","12.2","M000","11.6","MZ","","","",""
"1989-06-14","19.1","15.1","11.2","M000","2.4","MZ","","","",""
"1989-06-15","19.5","16.5","14.1","M000","0.0","MZ","","","",""
"1989-06-16","20.8","17.0","11.8","M000","0.0","MZ","","","",""
"1989-06-17","17.2","13.5","9.5","M000","0.0","MZ","","","",""
"1989-06-18","19.8","15.7","11.8","M000","3.2","MZ","","","",""
"1989-06-19","16.7","14.0","10.4","M000","2.2","MZ","","","",""
"1989-06-20","21.4","17.4","12.2","M000","0.0","MZ","","","",""
"1989-06-21","22.5","19.0","15.2","M000","0.0","MZ","","","",""
"1989-06-22","19.9","16.5","14.0","M000","0.6","MZ","","","",""
"1989-06-23","19.2","15.5","11.7","M000","0.0","MZ","","","",""
"1989-06-24","19.9","16.7","12.8","M000","0.0","MZ","","","",""
"1989-06-25","20.8","17.0","13.5","M000","0.8","MZ","","","",""
"1989-06-26","21.6","17.4","14.5","M000","5.2","MZ","","","",""
"1989-06-27","20.6","17.0","13.2","M000","1.4","MZ","","","",""
"1989-06-28","20.8","17.2","13.3","M000","0.0","MZ","","","",""
"1989-06-29","17.0","14.1","12.1","M000","0.0","MZ","","","",""
"1989-06-30","19.7","15.7","12.0","M000","0.0","MZ","","","",""
"1989-07-01","18.9","15.5","13.1","M000","1.4","MZ","","","",""
"1989-07-02","19.8","15.1","12.6","M000","1.0","MZ","","","",""
"1989-07-03","20.1","14.4","10.4","M000","16.0","MZ","","","",""
"1989-07-04","14.0","11.7","10.3","M000","7.8","MZ","","","",""
"1989-07-05","21.1","16.7","11.7","M000","0.0","MZ","","","",""
"1989-07-06","21.6","18.5","15.3","M000","0.8","MZ","","","",""
"1989-07-07","19.3","17.1","15.4","M000","14.6","MZ","","","",""
"1989-07-08","19.7","16.8","15.3","M000","5.0","MZ","","","",""
"1989-07-09","21.6","18.3","15.0","M000","0.0","MZ","","","",""
"1989-07-10","17.2","15.4","12.9","M000","12.0","MZ","","","",""
"1989-07-11","18.7","15.0","12.9","M000","7.0","MZ","","","",""
"1989-07-12","20.1","16.6","13.7","M000","0.2","MY","","","",""
"1989-07-13","21.6","18.7","15.3","M000","0.0","MZ","","","",""
"1989-07-14","21.5","18.0","13.3","M000","0.0","MZ","","","",""
"1989-07-15","19.0","15.6","12.3","M000","0.0","MZ","","","",""
"1989-07-16","21.6","17.4","13.0","M000","0.0","MZ","","","",""
"1989-07-17","21.9","18.8","15.4","M000","0.0","MZ","","","",""
"1989-07-18","20.4","16.7","11.6","M000","1.0","MZ","","","",""
"1989-07-19","21.8","18.8","16.0","M000","0.0","MZ","","","",""
"1989-07-20","20.8","17.3","14.1","M000","0.0","MZ","","","",""
"1989-07-21","21.3","18.1","15.5","M000","0.0","MZ","","","",""
"1989-07-22","21.4","18.7","16.7","M000","0.8","MZ","","","",""
"1989-07-23","24.1","19.8","17.3","M000","2.6","MZ","","","",""
"1989-07-24","22.9","19.5","17.5","M000","0.2","MZ","","","",""
"1989-07-25","19.5","17.4","13.6","M000","9.2","MZ","","","",""
"1989-07-26","24.7","21.0","17.1","M000","0.0","MZ","","","",""
"1989-07-27","23.1","20.1","16.8","M000","0.0","MZ","","","",""
"1989-07-28","21.9","18.4","14.5","M000","0.0","MZ","","","",""
"1989-07-29","21.1","17.7","15.0","M000","0.0","MZ","","","",""
"1989-07-30","21.9","18.4","15.6","M000","0.0","MZ","","","",""
"1989-07-31","26.0","19.3","15.9","M000","0.0","MZ","","","",""
"1989-08-01","22.5","17.4","12.3","M000","0.0","MZ","","","",""
"1989-08-02","17.7","14.0","9.7","M000","0.0","MZ","","","",""
"1989-08-03","19.1","15.1","10.3","M000","0.0","MZ","","","",""
"1989-08-04","19.9","16.4","13.0","M000","0.0","MZ","","","",""
"1989-08-05","18.0","15.1","12.8","M000","20.8","MZ","","","",""
"1989-08-06","18.8","15.2","13.0","M000","0.2","MY","","","",""
"1989-08-07","20.8","17.6","14.3","M000","0.0","MZ","","","",""
"1989-08-08","22.1","18.6","16.3","M000","2.6","MZ","","","",""
"1989-08-09","22.5","19.2","16.0","M000","0.0","MZ","","","",""
"1989-08-10","19.2","16.9","14.6","M000","0.2","MZ","","","",""
"1989-08-11","21.1","16.8","13.3","M000","0.2","MZ","","","",""
"1989-08-12","21.6","17.8","13.7","M000","0.0","MZ","","","",""
"1989-08-13","22.1","18.6","15.4","M000","0.0","MZ","","","",""
"1989-08-14","20.6","17.2","15.1","M000","44.8","MZ","","","",""
"1989-08-15","22.0","18.6","14.3","M000","0.0","MZ","","","",""
"1989-08-16","23.6","20.2","17.5","M000","0.0","MZ","","","",""
"1989-08-17","21.8","19.4","16.7","M000","0.0","MZ","","","",""
"1989-08-18","23.6","19.7","16.0","M000","0.0","MZ","","","",""
"1989-08-19","21.7","19.1","17.3","M000","0.0","MZ","","","",""
"1989-08-20","22.3","19.1","16.6","M000","0.0","MZ","","","",""
"1989-08-21","23.3","19.6","17.2","M000","0.4","MZ","","","",""
"1989-08-22","23.7","20.1","17.0","M000","0.4","MZ","","","",""
"1989-08-23","24.9","20.9","17.4","M000","0.0","MZ","","","",""
"1989-08-24","23.7","20.2","17.6","M000","0.0","MZ","","","",""
"1989-08-25","23.3","19.6","16.1","M000","0.0","MZ","","","",""
"1989-08-26","23.1","19.5","16.0","M000","0.0","MZ","","","",""
"1989-08-27","21.2","17.4","14.4","M000","0.2","MY","","","",""
"1989-08-28","21.0","16.3","11.9","M000","0.0","MZ","","","",""
"1989-08-29","18.0","14.1","9.8","M000","0.0","MZ","","","",""
"1989-08-30","19.3","14.6","10.2","M000","0.0","MZ","","","",""
"1989-08-31","18.6","14.1","10.0","M000","0.0","MZ","","","",""
"1989-09-01","14.6","12.9","12.0","M000","0.0","MZ","","","",""
"1989-09-02","12.6","11.2","9.7","M000","3.4","MZ","","","",""
"1989-09-03","13.8","11.7","8.6","M000","2.6","MZ","","","",""
"1989-09-04","14.0","10.0","6.9","M000","0.0","MZ","","","",""
"1989-09-05","16.7","13.3","10.2","M000","0.0","MZ","","","",""
"1989-09-06","15.5","12.2","10.2","M000","0.0","MZ","","","",""
"1989-09-07","16.8","13.1","10.6","M000","0.0","MZ","","","",""
"1989-09-08","14.4","11.6","9.8","M000","0.0","MZ","","","",""
"1989-09-09","11.6","9.8","7.9","M000","1.8","MZ","","","",""
"1989-09-10","18.1","13.6","9.8","M000","14.2","MZ","","","",""
"1989-09-11","12.2","10.9","9.9","M000","16.0","MZ","","","",""
"1989-09-12","16.2","13.2","9.3","M000","0.0","MZ","","","",""
"1989-09-13","14.5","12.0","10.5","M000","0.8","MZ","","","",""
"1989-09-14","19.1","14.5","10.0","M000","0.0","MZ","","","",""
"1989-09-15","17.5","14.1","11.3","M000","0.0","MZ","","","",""
"1989-09-16","21.1","17.1","13.3","M000","0.0","MZ","","","",""
"1989-09-17","19.0","15.3","12.8","M000","0.0","MZ","","","",""
"1989-09-18","20.6","16.2","13.4","M000","0.4","MZ","","","",""
"1989-09-19","16.0","14.5","12.8","M000","18.4","MZ","","","",""
"1989-09-20","20.2","16.7","13.7","M000","0.0","MZ","","","",""
"1989-09-21","20.2","16.5","14.2","M000","0.0","MZ","","","",""
"1989-09-22","19.0","15.8","13.5","M000","0.0","MZ","","","",""
"1989-09-23","16.1","14.0","12.9","M000","1.0","MZ","","","",""
"1989-09-24","16.9","14.1","12.4","M000","0.0","MZ","","","",""
"1989-09-25","16.6","13.7","11.6","M000","0.0","MZ","","","",""
"1989-09-26","12.8","10.7","8.7","M000","0.0","MZ","","","",""
"1989-09-27","15.9","12.8","10.3","M000","0.0","MZ","","","",""
"1989-09-28","14.0","11.2","8.4","M000","0.0","MZ","","","",""
"1989-09-29","15.9","11.8","9.3","M000","0.0","MZ","","","",""
"1989-09-30","14.6","11.4","9.1","M000","0.0","MZ","","","",""
"1989-10-01","15.8","11.0","8.4","M000","0.0","MZ","","","",""
"1989-10-02","14.8","11.9","8.3","M000","0.0","MZ","","","",""
"1989-10-03","20.3","15.8","9.8","M000","0.0","MZ","","","",""
"1989-10-04","9.9","7.4","5.9","M000","0.2","MY","","","",""
"1989-10-05","12.6","8.7","5.4","M000","0.0","MZ","","","",""
"1989-10-06","15.0","10.7","7.9","M000","0.0","MZ","","","",""
"1989-10-07","17.3","11.4","7.8","M000","0.2","MY","","","",""
"1989-10-08","8.6","6.6","4.2","M000","2.4","MZ","","","",""
"1989-10-09","12.7","9.2","6.1","M000","0.0","MZ","","","",""
"1989-10-10","13.7","9.7","6.6","M000","0.0","MZ","","","",""
"1989-10-11","13.6","9.2","6.0","M000","0.0","MZ","","","",""
"1989-10-12","13.3","9.7","6.9","M000","0.0","MZ","","","",""
"1989-10-13","11.3","8.5","5.9","M000","0.0","MZ","","","",""
"1989-10-14","11.1","8.0","6.5","M000","0.0","MZ","","","",""
"1989-10-15","13.2","9.6","5.9","M000","0.0","MZ","","","",""
"1989-10-16","10.6","7.6","4.7","M000","0.0","MZ","","","",""
"1989-10-17","14.5","9.4","6.1","M000","0.0","MZ","","","",""
"1989-10-18","15.7","11.5","8.8","M000","0.0","MZ","","","",""
"1989-10-19","13.3","10.1","8.0","M000","0.2","MY","","","",""
"1989-10-20","11.5","8.9","6.8","M000","0.0","MZ","","","",""
"1989-10-21","14.3","10.5","8.0","M000","0.0","MZ","","","",""
"1989-10-22","16.4","12.8","10.1","M000","0.0","MZ","","","",""
"1989-10-23","17.7","13.6","10.9","M000","0.0","MZ","","","",""
"1989-10-24","20.5","14.7","10.5","M000","0.0","MZ","","","",""
"1989-10-25","19.7","15.5","13.4","M000","0.0","MZ","","","",""
"1989-10-26","19.1","15.2","13.0","M000","0.0","MZ","","","",""
"1989-10-27","17.9","13.8","10.8","M000","0.0","MZ","","","",""
"1989-10-28","13.3","10.5","8.7","M000","0.0","MZ","","","",""
"1989-10-29","12.2","7.5","5.8","M000","0.0","MZ","","","",""
"1989-10-30","18.0","14.9","11.0","M000","0.0","MZ","","","",""
"1989-10-31","18.8","15.5","13.6","M000","0.0","MZ","","","",""
"1989-11-01","15.2","11.4","7.3","M000","0.0","MZ","","","",""
"1989-11-02","10.1","8.2","7.1","M000","0.2","MY","","","",""
"1989-11-03","7.2","6.7","6.3","M000","11.0","MZ","","","",""
"1989-11-04","9.3","6.2","3.6","M000","1.4","MZ","","","",""
"1989-11-05","4.8","3.3","2.1","M000","3.0","MZ","","","",""
"1989-11-06","5.5","3.2","0.5","M000","0.0","MZ","","","",""
"1989-11-07","8.4","5.3","2.6","M000","0.0","MZ","","","",""
"1989-11-08","9.0","5.1","4.0","M000","0.0","MZ","","","",""
"1989-11-09","9.0","5.4","2.8","M000","0.0","MZ","","","",""
"1989-11-10","7.3","4.5","2.7","M000","0.0","MZ","","","",""
"1989-11-11","9.1","5.6","3.4","M000","0.0","MZ","","","",""
"1989-11-12","10.3","6.5","4.5","M000","0.0","MZ","","","",""
"1989-11-13","10.5","7.2","4.6","M000","0.0","MZ","","","",""
"1989-11-14","12.2","8.0","5.8","M000","0.0","MZ","","","",""
"1989-11-15","15.0","10.1","6.7","M000","0.0","MZ","","","",""
"1989-11-16","7.6","3.3","1.1","M000","0.0","MZ","","","",""
"1989-11-17","3.0","1.2","-0.3","M000","0.0","MZ","","","",""
"1989-11-18","0.0","-0.6","-1.5","M000","0.4","MY","","","",""
"1989-11-19","4.0","1.5","-0.3","M000","0.0","MZ","","","",""
"1989-11-20","7.6","5.6","3.8","M000","0.0","MZ","","","",""
"1989-11-21","7.0","5.7","4.3","M000","0.0","MZ","","","",""
"1989-11-22","7.9","5.0","4.0","M000","3.8","MZ","","","",""
"1989-11-23","8.5","3.3","-1.0","M000","0.0","MZ","","","",""
"1989-11-24","-0.5","-1.5","-2.2","M000","0.0","MZ","","","",""
"1989-11-25","8.6","2.9","-2.3","M000","0.0","MZ","","","",""
"1989-11-26","2.0","-0.4","-2.4","M000","0.0","MZ","","","",""
"1989-11-27","9.6","4.8","1.6","M000","0.0","MZ","","","",""
"1989-11-28","15.6","7.4","-2.4","M000","0.0","MZ","","","",""
"1989-11-29","3.5","0.7","-2.0","M000","0.0","MZ","","","",""
"1989-11-30","2.3","-0.6","-3.2","M000","0.0","MZ","","","",""
"1989-12-01","6.5","1.3","-2.1","M000","0.0","MZ","","","",""
"1989-12-02","6.5","2.1","-2.0","M000","0.0","MZ","","","",""
"1989-12-03","8.8","4.9","1.5","M000","0.0","MZ","","","",""
"1989-12-04","6.9","3.6","1.2","M000","0.0","MZ","","","",""
"1989-12-05","7.9","3.4","1.0","M000","0.0","MZ","","","",""
"1989-12-06","6.7","3.1","-0.1","M000","0.0","MZ","","","",""
"1989-12-07","10.2","5.2","-0.3","M000","0.0","MZ","","","",""
"1989-12-08","3.5","-0.1","-3.2","M000","0.0","MZ","","","",""
"1989-12-09","8.0","3.0","-1.1","M000","0.0","MZ","","","",""
"1989-12-10","3.4","-0.1","-3.0","M000","0.0","MZ","","","",""
"1989-12-11","-0.3","-3.2","-5.0","M000","0.0","MZ","","","",""
"1989-12-12","-2.7","-4.4","-5.8","M000","0.0","MZ","","","",""
"1989-12-13","","0.1","-3.8","M000","0.0","MZ","","","",""
"1989-12-14","","","","M000","0.0","MZ","","","",""
"1989-12-15","8.0","3.7","1.6","M000","0.6","MZ","","","",""
"1989-12-16","7.9","5.8","4.2","M000","0.2","MZ","","","",""
"1989-12-17","8.9","5.1","3.9","M000","12.8","MZ","","","",""
"1989-12-18","6.8","5.0","3.8","M000","29.8","MZ","","","",""
"1989-12-19","11.9","6.5","3.9","M000","6.4","MZ","","","",""
"1989-12-20","8.2","5.4","3.4","M000","0.0","MZ","","","",""
"1989-12-21","8.4","4.5","3.0","M000","0.0","MZ","","","",""
"1989-12-22","7.1","3.8","1.8","M000","2.6","MZ","","","",""
"1989-12-23","11.0","5.8","1.7","M000","0.0","MZ","","","",""
"1989-12-24","9.1","6.6","4.2","M000","0.0","MZ","","","",""
"1989-12-25","10.1","5.5","0.6","M000","0.0","MZ","","","",""
"1989-12-26","9.0","2.6","-3.1","M000","0.0","MZ","","","",""
"1989-12-27","-0.6","-2.2","-3.1","M000","0.0","MZ","","","",""
"1989-12-28","3.6","-0.6","-4.6","M000","0.0","MZ","","","",""
"1989-12-29","4.0","0.4","-1.8","M000","0.0","MZ","","","",""
"1989-12-30","4.2","0.2","-1.5","M000","0.0","MZ","","","",""
"1989-12-31","2.6","-0.1","-2.2","M000","0.0","MY","","","",""
"1990-01-01","2.9","0.5","-1.2","M000","0.0","MZ","42","34","29","M000"
"1990-01-02","7.9","3.8","1.2","M000","0.0","MZ","34","25","17","M000"
"1990-01-03","6.7","2.6","-1.9","M000","0.0","MZ","52","30","21","M000"
"1990-01-04","4.1","0.3","-4.6","M000","0.0","MZ","71","45","25","M000"
"1990-01-05","5.8","1.7","-0.6","M000","0.0","MZ","37","26","17","M000"
"1990-01-06","1.4","-2.0","-4.1","M000","0.0","MZ","66","53","35","M000"
"1990-01-07","5.0","0.8","-1.6","M000","0.0","MZ","47","37","25","M000"
"1990-01-08","3.0","-0.3","-3.3","M000","0.0","MZ","73","38","23","M000"
"1990-01-09","5.8","1.7","-1.2","M000","0.0","MZ","40","32","24","M000"
"1990-01-10","6.8","3.4","0.9","M000","0.0","MZ","45","37","25","M000"
"1990-01-11","8.0","3.4","1.3","M000","0.0","MZ","45","35","21","M000"
"1990-01-12","7.6","3.9","1.5","M000","0.0","MZ","38","32","24","M000"
"1990-01-13","7.9","3.7","1.5","M000","0.0","MZ","42","31","23","M000"
"1990-01-14","6.5","2.6","0.8","M000","0.0","MZ","41","35","24","M000"
"1990-01-15","7.5","4.0","1.4","M000","0.0","MZ","37","28","21","M000"
"1990-01-16","11.0","7.6","4.9","M000","0.0","MZ","53","29","19","M000"
"1990-01-17","7.5","4.4","1.8","M000","0.0","MZ","60","49","32","M000"
"1990-01-18","4.4","2.8","1.1","M000","0.0","MZ","74","56","42","M000"
"1990-01-19","8.7","4.0","1.8","M000","0.0","MZ","55","34","12","M000"
"1990-01-20","8.6","4.7","2.0","M000","0.0","MZ","40","26","12","M000"
"1990-01-21","13.1","8.4","6.5","M000","0.0","MZ","38","30","23","M000"
"1990-01-22","12.2","7.7","6.0","M000","0.0","MZ","37","31","23","M000"
"1990-01-23","10.7","6.1","3.4","M000","0.0","MZ","44","33","22","M000"
"1990-01-24","5.6","2.4","0.5","M000","0.0","MZ","94","67","44","M000"
"1990-01-25","6.0","1.9","0.8","M000","0.2","MZ","100","86","61","M000"
"1990-01-26","7.8","4.0","0.1","M000","0.8","MZ","100","59","26","M000"
"1990-01-27","5.6","2.6","-0.2","M000","0.0","MZ","72","40","26","M000"
"1990-01-28","0.1","-0.4","-1.1","M000","2.2","MZ","100","92","72","M000"
"1990-01-29","6.1","2.3","-0.7","M000","0.0","MZ","100","95","72","M000"
"1990-01-30","5.5","2.8","1.0","M000","0.0","MZ","100","95","74","M000"
"1990-01-31","4.0","1.8","0.7","M000","0.0","MZ","100","84","63","M000"
"1990-02-01","2.2","1.1","0.3","M000","0.4","MZ","100","99","93","M000"
"1990-02-02","4.6","1.4","0.0","M000","0.0","MZ","100","98","74","M000"
"1990-02-03","6.1","2.0","0.0","M000","0.0","MZ","100","83","53","M000"
"1990-02-04","10.5","5.6","1.0","M000","0.0","MZ","100","52","20","M000"
"1990-02-05","9.8","5.9","3.6","M000","0.0","MZ","56","42","25","M000"
"1990-02-06","11.3","6.3","3.8","M000","0.0","MZ","43","24","12","M000"
"1990-02-07","10.1","6.2","3.8","M000","0.0","MZ","43","30","20","M000"
"1990-02-08","9.5","5.8","3.3","M000","0.0","MZ","49","39","10","M000"
"1990-02-09","9.9","6.0","0.4","M000","0.0","MZ","56","25","9","M000"
"1990-02-10","3.7","1.2","-1.3","M000","0.6","MZ","100","57","31","M000"
"1990-02-11","4.4","-0.7","-3.1","M000","3.8","MZ","100","90","26","M000"
"1990-02-12","2.3","-0.8","-3.7","M000","5.0","MZ","100","76","47","M000"
"1990-02-13","2.7","0.7","0.0","M000","13.8","MZ","100","82","50","M000"
"1990-02-14","10.5","7.0","2.5","M000","13.0","MZ","100","80","61","M000"
"1990-02-15","14.3","11.2","8.8","M000","1.8","MZ","77","40","11","M000"
"1990-02-16","9.0","4.2","1.8","M000","1.8","MZ","100","64","13","M000"
"1990-02-17","10.2","5.0","1.6","M000","0.0","MZ","85","64","45","M000"
"1990-02-18","7.5","4.0","1.0","M000","0.0","MZ","86","70","49","M000"
"1990-02-19","7.1","4.6","2.6","M000","0.0","MZ","77","68","55","M000"
"1990-02-20","11.9","8.3","4.1","M000","0.0","MZ","70","52","38","M000"
"1990-02-21","13.9","10.7","7.7","M000","0.0","MZ","48","37","27","M000"
"1990-02-22","16.9","12.1","10.0","M000","0.0","MZ","42","33","23","M000"
"1990-02-23","14.7","11.6","8.4","M000","0.0","MZ","43","33","26","M000"
"1990-02-24","16.7","11.5","8.9","M000","0.0","MZ","46","34","17","M000"
"1990-02-25","12.6","8.7","5.1","M000","0.0","MZ","88","54","29","M000"
"1990-02-26","9.6","5.8","3.1","M000","1.0","MZ","100","83","47","M000"
"1990-02-27","11.1","8.2","6.0","M000","0.0","MZ","71","49","29","M000"
"1990-02-28","10.5","5.9","1.7","M000","1.8","MZ","97","66","25","M000"
"1990-03-01","11.5","7.8","2.6","M000","0.0","MZ","60","34","17","M000"
"1990-03-02","6.8","1.6","-1.0","M000","0.0","MZ","46","25","16","M000"
"1990-03-03","4.7","1.2","-2.1","M000","0.0","MZ","29","20","15","M000"
"1990-03-04","6.8","3.6","-0.6","M000","0.0","MZ","29","22","14","M000"
"1990-03-05","9.0","6.7","3.1","M000","0.0","MZ","30","23","16","M000"
"1990-03-06","12.7","9.5","6.1","M000","0.0","MZ","24","14","8","M000"
"1990-03-07","14.5","10.6","7.4","M000","0.0","MZ","46","23","9","M000"
"1990-03-08","8.8","6.0","4.1","M000","0.0","MZ","100","74","43","M000"
"1990-03-09","11.6","6.9","3.2","M000","3.4","MZ","100","75","7","M000"
"1990-03-10","16.5","12.5","8.3","M000","0.0","MZ","30","22","7","M000"
"1990-03-11","20.4","15.2","11.6","M000","0.0","MZ","34","22","10","M000"
"1990-03-12","14.6","11.5","9.4","M000","0.0","MZ","78","48","29","M000"
"1990-03-13","14.7","11.6","9.8","M000","0.0","MZ","62","49","34","M000"
"1990-03-14","11.7","9.6","8.0","M000","0.8","MZ","89","64","52","M000"
"1990-03-15","13.2","9.8","7.9","M000","0.2","MZ","82","57","42","M000"
"1990-03-16","12.0","8.7","5.5","M000","0.0","MZ","81","56","37","M000"
"1990-03-17","10.2","6.4","3.6","M000","0.0","MZ","97","73","52","M000"
"1990-03-18","7.2","4.9","3.1","M000","0.4","MZ","94","77","66","M000"
"1990-03-19","13.8","8.4","3.6","M000","0.0","MZ","79","49","23","M000"
"1990-03-20","16.0","12.2","8.7","M000","0.0","MZ","40","23","10","M000"
"1990-03-21","16.5","14.5","12.4","M000","0.0","MZ","40","34","29","M000"
"1990-03-22","19.3","15.9","13.4","M000","0.0","MZ","37","29","22","M000"
"1990-03-23","19.6","13.7","8.8","M000","0.0","MZ","93","45","20","M000"
"1990-03-24","11.9","9.4","6.8","M000","0.0","MZ","100","79","61","M000"
"1990-03-25","14.6","7.9","2.8","M000","0.0","MZ","100","34","11","M000"
"1990-03-26","5.3","0.9","-1.0","M000","0.2","MZ","100","73","22","M000"
"1990-03-27","6.5","2.1","-1.5","M000","0.4","MZ","100","68","37","M000"
"1990-03-28","5.3","0.8","-0.7","M000","17.8","MZ","100","96","74","M000"
"1990-03-29","9.5","4.9","-0.1","M000","0.2","MZ","100","66","38","M000"
"1990-03-30","10.3","7.0","5.1","M000","0.0","MZ","65","47","34","M000"
"1990-03-31","13.1","9.3","5.1","M000","0.0","MZ","56","41","28","M000"
"1990-04-01","13.4","9.9","6.7","M000","0.0","MZ","78","48","31","M000"
"1990-04-02","8.0","5.6","2.9","M000","11.8","MZ","100","89","76","M000"
"1990-04-03","7.2","4.2","3.3","M000","7.4","MZ","100","99","88","M000"
"1990-04-04","10.6","6.7","2.7","M000","0.0","MZ","100","81","61","M000"
"1990-04-05","7.0","4.4","3.1","M000","3.4","MZ","100","99","88","M000"
"1990-04-06","4.3","3.1","1.5","M000","17.4","MZ","100","100","100","M000"
"1990-04-07","8.0","5.4","3.4","M000","3.8","MZ","100","97","68","M000"
"1990-04-08","11.0","7.3","2.8","M000","5.4","MZ","100","82","58","M000"
"1990-04-09","2.9","1.5","0.7","M000","1.6","MZ","100","100","100","M000"
"1990-04-10","11.5","7.9","1.5","M000","0.0","MZ","100","56","28","M000"
"1990-04-11","15.5","8.5","3.3","M000","0.0","MZ","60","37","23","M000"
"1990-04-12","11.0","7.1","3.1","M000","0.0","MZ","61","46","28","M000"
"1990-04-13","10.9","6.9","3.1","M000","0.2","MZ","91","60","38","M000"
"1990-04-14","5.8","2.6","0.9","M000","13.4","MZ","100","99","88","M000"
"1990-04-15","6.8","3.9","1.0","M000","0.2","MZ","100","78","27","M000"
"1990-04-16","11.8","7.1","4.1","M000","0.0","MZ","39","29","20","M000"
"1990-04-17","9.1","5.4","1.9","M000","0.0","MZ","100","53","26","M000"
"1990-04-18","","1.5","0.2","M000","0.0","MZ","100","97","37","M000"
"1990-04-19","9.7","5.5","0.2","M000","0.2","MZ","100","54","28","M000"
"1990-04-20","1.2","0.1","-0.9","M000","0.2","MZ","100","100","100","M000"
"1990-04-21","8.5","3.6","0.9","M000","43.8","MZ","100","88","63","M000"
"1990-04-22","3.5","2.1","0.9","M000","12.2","MZ","100","97","85","M000"
"1990-04-23","7.8","3.6","0.8","M000","0.2","MZ","100","95","73","M000"
"1990-04-24","8.7","5.7","2.8","M000","0.0","MZ","100","86","68","M000"
"1990-04-25","13.8","8.5","3.6","M000","0.0","MZ","99","69","42","M000"
"1990-04-26","14.8","10.3","7.6","M000","0.0","MZ","61","44","26","M000"
"1990-04-27","17.0","12.2","7.2","M000","0.0","MZ","41","31","20","M000"
"1990-04-28","16.3","12.9","9.4","M000","0.0","MZ","56","39","29","M000"
"1990-04-29","13.5","11.1","9.3","M000","0.0","MZ","94","68","37","M000"
"1990-04-30","14.9","10.6","7.8","M000","0.0","MZ","100","78","53","M000"
"1990-05-01","18.0","13.4","8.7","M000","0.0","MZ","83","65","51","M000"
"1990-05-02","18.4","14.1","10.5","M000","0.0","MZ","81","62","46","M000"
"1990-05-03","17.8","13.4","10.9","M000","0.0","MZ","87","66","47","M000"
"1990-05-04","16.5","13.0","10.2","M000","0.0","MZ","84","71","56","M000"
"1990-05-05","15.2","12.2","10.3","M000","0.0","MZ","84","68","51","M000"
"1990-05-06","17.0","12.6","9.3","M000","0.2","MZ","76","59","47","M000"
"1990-05-07","16.7","12.8","10.0","M000","0.0","MZ","66","54","42","M000"
"1990-05-08","16.6","13.0","9.2","M000","8.4","MZ","90","61","45","M000"
"1990-05-09","16.6","12.8","9.3","M000","2.4","MZ","85","66","53","M000"
"1990-05-10","18.2","13.5","11.0","M000","0.2","MZ","77","64","32","M000"
"1990-05-11","14.2","11.2","8.4","M000","3.4","MZ","100","79","61","M000"
"1990-05-12","14.7","11.3","7.2","M000","0.0","MZ","100","86","68","M000"
"1990-05-13","14.3","11.2","9.3","M000","2.4","MZ","100","94","79","M000"
"1990-05-14","16.2","12.5","9.1","M000","6.0","MZ","100","89","70","M000"
"1990-05-15","19.0","15.3","11.6","M000","0.0","MZ","94","79","65","M000"
"1990-05-16","19.1","16.0","12.5","M000","0.0","MZ","92","78","61","M000"
"1990-05-17","20.2","17.2","13.6","M000","0.0","MZ","86","72","57","M000"
"1990-05-18","18.1","15.3","13.0","M000","0.0","MZ","100","84","59","M000"
"1990-05-19","16.1","12.7","11.3","M000","3.6","MZ","100","97","82","M000"
"1990-05-20","16.2","11.6","10.2","M000","7.2","MZ","100","98","79","M000"
"1990-05-21","15.2","11.6","9.9","M000","1.4","MZ","100","97","85","M000"
"1990-05-22","15.6","12.3","9.7","M000","0.8","MZ","100","89","72","M000"
"1990-05-23","14.2","11.8","10.1","M000","2.6","MZ","100","94","86","M000"
"1990-05-24","14.8","10.9","9.0","M000","29.0","MZ","100","96","79","M000"
